1.2,325
1.7,189
1.4,165
1.1,109
0.9,106
1.9,86
0.7,84
1.0,77
2.1,70
0.8,70
2.2,44
1.3,38
1.5,37
1.6,35
2.4,35
1.8,34
0.6,29
2.8,24
2.7,23
0.5,19
2.0,16
2.6,15
3.4,15
2.3,11
2.9,10
0.4,8
3.1,5
3.8,5
2.5,5
4.1,4
3.2,4
4.4,2
4.2,2
3.5,2
3.3,2
5.8,1
21.7,1
3.0,1
4.0,1
4.8,1
0.2,1
0.3,1
